手机ID,型号,数据来源,上市时间,价格,CPU制程,CPU架构,GPU,NPU,SIM卡类型,USB接口,WLAN功能,id,主频,传感器型号,传感器尺寸,传感器类型,保修政策,像素密度,光圈,其它使用时间,内存,内存类型,前置相机,副屏分辨率,副屏幕尺寸,副屏材质,包装清单,单像素尺寸,变焦,后置相机,品牌,图片格式,基带型号,处理器,外观设计,存储,定位导航,实体按键,容量扩展,屏占比,屏幕,屏幕分辨率,屏幕刷新率,屏幕工艺,屏幕材质,屏幕特性,屏幕色数,展开态,影音特性,快充,感应器,手机尺寸,手机类型,手机重量,手机颜色,折叠屏类型,折叠态,拍照特性,操作系统,文档格式,无线连接,日常功能,机身特点,机身结构,核心数,特殊功能,特色功能,用户界面,电池,电池更换,电池特性,电池类型,盖板玻璃,相机特性,网络模式,耳机接口,蓝牙,视频拍摄,视频播放,视频格式,触控方式,触控采样率,触摸特性,详细内容,质保时间,输入方式,输入法,运营商支持,通话时间,键盘类型,闪光灯,闪存类型,音乐格式,音乐特性
,一加9 Pro(12+256GB),CNMO,2021年03月,2021年03月,5nm,"Cortex X1,Cortex A78,Cortex A55",Adreno 660,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625450,2908MHz,索尼IMX789,1/1.43英寸,CMOS,全国联保，享受三包服务,525PPI,F2.4,,12GB,LPDDR5,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",1.12μm,,4800+5000+800+200万像素,一加,,,高通骁龙888,,256GB,"内置GPS芯片,支持导航功能",,,,6.7英寸,3216×1440像素,120Hz,,柔性AMOLED,支持 sRGB、Display P3、10-bit 色深，游戏超频响应，护眼模式，视频高帧率模式，视频色彩增强，画质超清增强，环境色自适应,,,立体声双扬声器，支持通话降噪，支持杜比全景声,支持65W快充，支持50W无线闪充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,指纹识别,面部识别",163.2×73.6×8.7mm,"后置四摄,大屏手机,快充手机,指纹识别,2K屏幕,支持NFC,5G手机",197g,"绿洲,黑洞,闪银",,,,Android 11,,NFC,,,直板,八核,,M-sensor 电子罗盘，Sensor Core，Flick-detect Sensor，前置色温传感器,,,不支持,,"锂聚合物电池,4500mAh",,混合对焦（全像素全向相位对焦+激光对焦+反差对焦），EIS 电子防抖,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,支持8K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置双LED闪光灯,UFS 3.1,,
,小米10S(8+256GB),CNMO,2021年03月,2021年03月,7nm,Kryo 585,Adreno 650,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625421,3277MHz,,,CMOS,全国联保，享受三包服务,386PPI,F1.69 + F2.4 + F2.4 + F2.4,,8GB,LPDDR5,2000万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 保护壳x1, 耳机转接头x1",,,10800+景深镜头+微距镜头+1300万像素,小米,,,高通骁龙870,,256GB,"内置GPS芯片,支持导航功能",,,,6.67英寸,2340×1080像素,90Hz,,AMOLED,双曲面屏幕，支持180Hz 采样率，原色屏：2.0丨 专业级色准 Delta E ≈ 0.41,,,对称分布的双 1216 线性扬声器，等效 1.2cc 大音腔，7 磁手机发声单元，振幅 0.7mm，Harman Kardon 调教，全场景 15 级细腻调音，Hi-Res Audio 认证（高解析度音频)，米音音效；Hi-Fi 音效,33W 有线闪充、30W 无线闪充、10W 无线反向充电,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",162.6×74.8×8.96mm,"后置三摄,大屏手机,快充手机,2.5D弧面屏,指纹识别,支持NFC,5G手机",208g,"黑色,白色,蓝色",,,,Android 11,,NFC,,,直板,八核,,霍尔传感器 | 线性马达 | 红外线遥控器 | 气压计丨后置光线传感器,,,不支持,,"锂聚合物电池,4780mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.1,支持8K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.0,,
,realme真我V13(8+128GB),CNMO,2021年03月,2021年03月,7nm,"Cortex-A76,Cortex-A55",Mail-G57,,,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,1625468,2253MHz,,,CMOS,全国联保，享受三包服务,405PPI,F2.0,,8GB,LPDDR4x,800万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,,4800+人像+微距万像素,真我,,,联发科天玑700,,128GB,"内置GPS芯片,支持导航功能",,,90.5%,6.5英寸,2400x1080像素,90Hz,,,,,,,支持18W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",162.5×74.8×8.5mm,"后置三摄,大屏手机,快充手机,5G手机",185g,"灰色,天青",,,,Android 11,,,,,直板,八核,,,,,不支持,,"锂聚合物电池,5000mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.1,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 2.1,,
,红米K40 Pro(6+128GB),CNMO,2021年02月,2021年02月,5nm,"Cortex X1,Cortex A78,Cortex A55",Adreno 660,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625169,2908MHz,,,CMOS,全国联保，享受三包服务,395PPI,,,6GB,LPDDR5,2000万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1",,,6400+800+500万像素,红米,,,高通骁龙888,,128GB,"内置GPS芯片,支持导航功能",,,,6.67英寸,2400x1080像素,120Hz,,AMOLED,原色屏丨True Tone丨8bit丨MEMC 帧率补偿丨SGS护眼认证丨阳光屏3.0,,,,支持33W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,气压计,指纹识别,面部识别",163.7×76.4×7.8mm,"后置三摄,大屏手机,快充手机,指纹识别,支持NFC,5G手机",196g,墨羽,,,,Android 11,,NFC,,,直板,八核,,X 轴线性马达 | 红外线遥控器 丨色温传感器,,,不支持,,"锂聚合物电池,4520mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 3.1,,杜比音效
,华为MateX2(8+256GB),CNMO,2021年02月,2021年02月,5nm,"Cortex-A55,Cortex-A77",Mali-G78,双大核NPU+微核NPU(神经网络处理单元),Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac/ax无线协议,1624926,3205MHz,,,CMOS,全国联保，享受三包服务,,F2.2,,8GB,,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1, 耳机x1",,支持10倍光学变焦，20倍混合变焦，100倍数字变焦,5000+1600+1200+800万像素,华为,,,华为麒麟9000,展开态：161.8mm（长）×145.8mm（宽）×4.4mm~8.2mm（厚）；折叠态：161.8 mm（长）×74.6 mm（宽）×13.6mm~14.7 mm（厚）,256GB,"内置GPS芯片,支持导航功能",,支持NM存储卡，最高可达256GB,,--,--,90Hz,,,支持P3广色域,1670万色数,内屏：8英寸，2480 x 2200 像素，413 ppi，可折叠柔性OLED,华为Histen，支持立体声,支持55W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,气压计,指纹识别,霍尔感应器,面部识别",161.8×145.8×4.4mm,"面部识别,拍照手机,全面屏,后置四摄,大屏手机,大容量电池,快充手机,光学防抖,指纹识别,支持NFC,5G手机",295g,"冰晶蓝,冰晶粉,釉白色,亮黑色",内折叠,外屏：6.45英寸，2700 x 1160 像素，456 ppi，柔性OLED,"自动对焦,连拍功能,照片特效,拍摄场景,数码变焦,定时器拍照,全景拍照",Android 10,,NFC,,,折叠手机,八核,,侧边指纹、Camera激光对焦传感器、色温传感器、支持红外遥控,,,不支持,,"锂聚合物电池,4500mAh",,支持OIS光学防抖,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.2,支持4K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,,,
,OPPO A93 5G,CNMO,2021年01月,2021年01月,,,Adreno 619,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,1625377,2048MHz,,,CMOS,全国联保，享受三包服务,405PPI,F2.0,,8GB,,800万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 保护壳x1",,,4800+200+200万像素,OPPO,,,高通骁龙480+,,256GB,"内置GPS芯片,支持导航功能",,"支持MicroSD存储卡,最高可达256GB",90.5%,6.5英寸,2400x1080像素,90Hz,,LCD,,,,,支持18W快充,"重力感应器,光感应器,距离传感器,电子罗盘,指纹识别,面部识别",162.9×74.7×8.4mm,"后置三摄,大屏手机,快充手机,5G手机",188g,"黑色,极光色,银色",,,,Android 11,,,,,直板,八核,,,,,不支持,,"锂聚合物电池,5000mAh",,,双卡双待,标准3.5mm耳机接口,支持蓝牙5.1,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,,,
,三星S21(8+128GB),CNMO,2021年01月,2021年01月,5nm,"Cortex X1,Cortex A78,Cortex A55",Adreno 660,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持Wi-Fi 6,1625222,2908MHz,,,CMOS,全国联保，享受三包服务,421PPI,F2.2,,8GB,LPDDR5,1000万像素,,,,"主机x1, 数据线x1, 取卡针x1, 说明书x1, 保修卡x1",,支持30倍超视觉空间变焦,6400+1200+1200万像素,三星,,,高通骁龙888,,128GB,"内置GPS芯片,支持导航功能",,,,6.2英寸,2400x1080像素,120Hz,,AMOLED,支持HDR10+,,,,支持快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,气压计,指纹识别,霍尔感应器,面部识别",151.7×71.2×7.9mm,"后置三摄,大屏手机,快充手机,光学防抖,支持NFC,5G手机",169g,"墨影灰,丝雾白,梵梦紫",,,,Android 11,,NFC,,,直板,八核,IP68级防护,,,,不支持,,"锂聚合物电池,4000mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.1,支持8K视频拍摄,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,,,杜比音效
,realme真我V15(6+128GB),CNMO,2021年01月,2021年01月,7nm,"Cortex-A76,Cortex-A55",Mail-G57,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,1625365,2457MHz,,,CMOS,全国联保，享受三包服务,411PPI,F2.5,,6GB,LPDDR4x,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1, 耳机转接头x1",,,6400+800+200万像素,真我,,,联发科天玑800U,,128GB,"内置GPS芯片,支持导航功能",,,90.8%,6.4英寸,2400x1080像素,,,AMOLED,,,,Dirac 音效，Hi-Res Audio 认证，双 mic 降噪,支持50W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",160.9×74.4×8.1mm,"面部识别,拍照手机,后置三摄,大屏手机,大容量电池,快充手机,指纹识别,5G手机",176g,"新月银,锦鲤色,镜湖蓝",,,,Android 10,,,,,直板,八核,,,,,不支持,,"锂聚合物电池,4310mAh",,,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.1,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,UFS 2.1,,
1624930,华为nova6 5G(8+128GB),CNMO,2019年12月,2019年12月,7nm,"Cortex-A55,Cortex-A76",Mali-G76,大核NPU+微核NPU,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持802.11 a/b/g/n/ac无线协议,,2929MHz,,,CMOS,全国联保，享受三包服务,401PPI,F1.8+F2.4+F2.4,,8GB,,3200(自动对焦)+800万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 原厂贴膜x1, 保护壳x1, 耳机x1",,,4000+800+800万像素,,,Balong 5000,华为麒麟990,,128GB,"内置GPS芯片,支持导航功能",,不支持储存卡,,6.57英寸,2400x1080像素,,,LTPS LCD,,1670万色数,,支持华为Histen音效,支持40W超级快充,"重力感应器,光感应器,距离传感器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",162.7×75.8×8.98mm,"面部识别,拍照手机,后置三摄,前置双摄,快充手机,指纹识别,支持NFC,5G手机",212g,"普罗旺斯,亮黑色,苏音蓝,蜜语红",,,,Android OS,,NFC,,,直板,八核,,Camera激光对焦传感器,,,不支持,,"锂聚合物电池,4200mAh",,EIS智能防抖,双卡双待,与Micro USB Type C接口共用,支持蓝牙5.1,,,,电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通5G,,虚拟键盘,后置LED闪光灯,,,
1624920,华为MatePad Pro(6+128GB),CNMO,2019年11月,2019年11月,7nm,"Cortex-A55,Cortex-A76",Mali-G76,,Nano-SIM卡,"Type C,支持USB OTG功能",支持,,2929MHz,,,CMOS,全国联保，享受三包服务,280PPI,F1.8,,6GB,,800万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1",,,1300万像素,,"支持jpg,png,gif,bmp等格式",,华为麒麟990,,128GB,"内置GPS芯片,支持导航功能",,支持NM存储卡，最高可达256GB,90%,10.8英寸,2560×1600像素,,,IPS,极点屏,,,Histen 6.0音效，Harman/Kardon调音，4扬声器，5麦克风,支持20W快充，15W正向无线充电，7.5W反向无线充电,"重力感应器,光感应器,距离传感器,陀螺仪感应器,电子罗盘,霍尔感应器,面部识别",246×159×7.2mm,"面部识别,快充手机",460g,"灰色,丹霞橙,青山黛,贝母白",,,,Android 10,"支持txt,doc,pdf等格式,支持第三方office应用",,,,直板,八核,,,,,不支持,,"锂聚合物电池,7250mAh",,,单卡双模,与Micro USB Type C接口共用,支持蓝牙5.1,支持视频拍摄,支持1080P视频播放,"支持avi,mkv,mp4,3gp等格式,支持第三方应用软解",电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法",全网通4G,,虚拟键盘,后置LED闪光灯,,"支持mp3,amr,mid,wav等格式",
1624855,OPPO Reno2Z,CNMO,2019年10月,2019年10月,12nm,"Cortex-A55,Cortex-A75",IMG PowerVR GM 9446,,Nano-SIM卡+Nano-SIM卡,"Type C,支持USB OTG功能",支持,,2253MHz,,,CMOS,全国联保，享受三包服务,396PPI,F2.0,,8GB,,1600万像素,,,,"主机x1, 数据线x1, 充电器x1, 取卡针x1, 说明书x1, 保修卡x1, 保护壳x1",,,4800+800+200+200万像素,,"支持jpg,png,gif,bmp等格式",,联发科Helio P90,,128GB,"内置GPS芯片,支持导航功能",,,,6.5英寸,2340×1080像素,,,AMOLED,,,,,支持20W快充,"重力感应器,光感应器,距离传感器,加速度感应器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",161.8×75.8×8.7mm,"面部识别,拍照手机,全面屏,后置四摄,自拍神器,八核手机,渐变色机身,大屏手机,大容量电池,快充手机,2.5D弧面屏,指纹识别,支持NFC,骁龙855",195g,"白色,深海夜光,紫色",,,"自动对焦,连拍功能,照片特效,拍摄场景,数码变焦,定时器拍照,全景拍照",Android 9,"支持txt,doc,pdf等格式,支持第三方office应用",NFC,"电子书,通话记录,电话本,电子邮箱,闹钟功能,日历功能,计算器,免提电话,备忘录,秒表,世界时间,录音功能,手电筒",,直板,八核,,,,,不支持,,"锂聚合物电池,4000mAh",正面康宁®第六代大猩猩®玻璃，背面康宁®第五代大猩猩®玻璃,,双卡双待,标准3.5mm耳机接口,支持蓝牙,支持4K视频拍摄,支持1080P视频播放,"支持avi,mkv,mp4,3gp等格式,支持第三方应用软解",电容屏(多点触控),,手势操作,自购机日起（以购机发票为准），如因质量问题或故障，凭厂商维修中心或特约维修点的质量检测证明，享受7日内退货，30日内换货，30日以上在质保期内享受免费保修等三包服务！,1年,触控+手写,"中文输入法,英文输入法,第三方输入法","移动4G,联通4G,电信4G,全网通4G",,虚拟键盘,后置LED闪光灯,,"支持mp3,amr,mid,wav等格式",
1624244,vivo X23,CNMO,2018年09月,2018年09月,10nm,"Cortex A75,Cortex A55",Adreno 615,,Nano-SIM卡+Nano-SIM卡,"Micro USB v2.0,支持USB OTG功能",支持,,2048MHz,,,CMOS,,401PPI,,,8GB,,1200万像素,,,,"主机x1, 耳机x1, 数据线x1, 充电器x1, 原厂贴膜x1, 保修卡x1, 说明书x1, 取卡针x1, 保护壳x1",,,1300+1200万像素,,"支持jpg,png,gif,bmp等格式",,高通骁龙670,,128GB,"内置GPS芯片,支持导航功能",,不支持储存卡,,6.41英寸,2340×1080像素,,on-cell,Super AMOLED,19.5:9全面屏，屏幕占比91.2%，屏幕对比度60000:1，色彩饱和度100%，屏幕亮度430±10％,1600万色数,,,,"重力感应器,光感应器,距离传感器,陀螺仪感应器,电子罗盘,指纹识别,面部识别",157.68×74.06×7.47mm,"面部识别,拍照手机,全面屏,自拍神器,后置双摄,八核手机,大屏手机,快充手机,2.5D弧面屏,指纹识别,3G手机,智能手机,4G手机,明星同款",160.5g,"红色,酒红色,橙色,蓝色,紫色",,,"自动对焦,连拍功能,照片特效,拍摄场景,数码变焦,定时器拍照,全景拍照",Android 8.1,"支持txt,doc,pdf等格式,支持第三方office应用",,"电子书,通话记录,电话本,电子邮箱,闹钟功能,日历功能,计算器,免提电话,备忘录,秒表,世界时间,录音功能,手电筒",镜面玻璃外观设计，2.5D玻璃盖板，金属中框，3D玻璃后盖，上边框2.15mm，左右边框单边1.76mm，下边框3.8mm，涂布保护油+切割+CNC+扫边/扫孔+褪镀+热弯+抛光+强化+丝印+贴膜+四周喷涂+3D贴合后盖工艺,直板,八核,,屏内光电指纹,Funtouch OS 4.5,,不支持,,"锂聚合物电池,3400mAh",,前摄2.0光圈，后置主摄1.8光圈，副摄2.4光圈，后置主摄双核1200万像素，1.4μm大像素;后置副摄超广角，支持专业、全景、AI美颜、拍照、录像、AR萌拍，人像背景虚化、动态照片、HDR、滤镜、超广角、AI超逆光、AI美颜、焕颜相机、美体相机,双卡双待,标准3.5mm耳机接口,支持蓝牙5.0,支持视频拍摄,支持1080P视频播放,"支持avi,mkv,mp4,3gp等格式,支持第三方应用软解",电容屏(多点触控),,,,,触控+手写,"中文输入法,英文输入法,第三方输入法","移动4G,联通4G,电信4G",通话时间2160分钟;待机时间365小时,虚拟键盘,后置LED闪光灯,,"支持mp3,amr,mid,wav等格式",Hi-Fi音效
